key,dataset,model,attack_id,attribute,unprivileged_group,privileged_group,target_items,selected_items,filler_items,budget,fake_users
rk_b7255252ae32d8c26568,ml-100k,mf-value-age,cfair_favorite_push_random,age,y,o,10,80,,0.25,168
rk_5c70b1762988e91fec5b,ml-100k,mf-value-age,cfair_favorite_push_random,age,y,o,10,80,,0.5,336
rk_6bdb5abdd9a922b444bc,ml-100k,mf-value-age,cfair_favorite_push_random,age,y,o,10,80,,0.75,503
rk_7c3a5441670a51a79e7e,ml-100k,mf-value-age,cfair_favorite_push_random,age,y,o,10,80,,1.0,671
rk_df5e97021d30634198ec,ml-100k,mf-absolute-age,cfair_favorite_push_random,age,y,o,10,80,,0.1,67
rk_ab4e0fcd6de3bf6e06d7,ml-100k,mf-absolute-age,cfair_favorite_push_random,age,y,o,10,80,,0.25,168
rk_cde5f11f4620745846b0,ml-100k,mf-absolute-age,cfair_favorite_push_random,age,y,o,10,80,,0.5,336
rk_2d6f71b56aeea42785ed,ml-100k,mf-absolute-age,cfair_favorite_push_random,age,y,o,10,80,,0.75,503
rk_b17bbfa14c95c3bad727,ml-100k,mf-absolute-age,cfair_favorite_push_random,age,y,o,10,80,,1.0,671
rk_b9bf0bf37246aa08d094,ml-100k,mf-under-age,cfair_favorite_push_random,age,y,o,10,80,,0.1,67
rk_1deee3fc8928553ff728,ml-100k,mf-under-age,cfair_favorite_push_random,age,y,o,10,80,,0.25,168
rk_4b669d842deef22d201b,ml-100k,mf-under-age,cfair_favorite_push_random,age,y,o,10,80,,0.5,336
rk_39fca0600b8f1494bfab,ml-100k,mf-under-age,cfair_favorite_push_random,age,y,o,10,80,,0.75,503
rk_96033e978d61584becb8,ml-100k,mf-under-age,cfair_favorite_push_random,age,y,o,10,80,,1.0,671
rk_5c9a512bf12d1cc2aa0a,ml-100k,mf-over-age,cfair_favorite_push_random,age,y,o,10,80,,0.1,67
rk_a287aa71a417f811d881,ml-100k,mf-over-age,cfair_favorite_push_random,age,y,o,10,80,,0.25,168
rk_3aa30f5a4dd8580ebf04,ml-100k,mf-over-age,cfair_favorite_push_random,age,y,o,10,80,,0.5,336
rk_e351ea759340fddf1698,ml-100k,mf-over-age,cfair_favorite_push_random,age,y,o,10,80,,0.75,503
rk_d8397901880bd9cbea9c,ml-100k,mf-over-age,cfair_favorite_push_random,age,y,o,10,80,,1.0,671
