dataset,model,model_kind,attack_id,attack,c_fairness,p_value,significant_p_0_05,p_value_bh_all,significant_bh_all,included_in_table
ftky,ease-i,base,cfair_sampling_push_random,Sampling,0.9554858251556408,0.786504445323162,False,0.9609417848005137,False,True
ftky,ease-i,base,cfair_influencer_top1_push_random,Top-1,0.9658910024472078,0.9441648957823972,False,0.9797737512884508,False,True
ftky,ease-i,base,cfair_influencer_top5_push_random,Top-5,0.9498638282109452,0.4866459248945847,False,0.8014811799214844,False,True
ftky,ease-i,base,cfair_influencer_top10_push_random,Top-10,0.9489555447874526,0.7213620184925237,False,0.9185409963335497,False,True
ftky,ease-u,base,cfair_influencer_push_random,C-Fair Influencer,0.9773825868259076,0.9795292763279096,False,0.9909916559838953,False,False
ftky,ease-u,base,cfair_sampling_push_random,Sampling,0.9756229444745536,0.8314917625033782,False,0.9627240130839279,False,False
ftky,ease-u,base,cfair_influencer_top1_push_random,Top-1,0.976754769085984,0.9074480222630018,False,0.9771100975776238,False,False
ftky,ease-u,base,cfair_influencer_top5_push_random,Top-5,0.970164273673868,0.945242697231276,False,0.9797737512884508,False,False
ftky,ease-u,base,cfair_influencer_top10_push_random,Top-10,0.9700083763543644,0.6859239852370944,False,0.9098991640900231,False,False
ftky,mf,base,cfair_influencer_push_random,C-Fair Influencer,0.9455201496875308,0.2159570125856628,False,0.6227365809330841,False,False
ftky,mf,base,cfair_sampling_push_random,Sampling,0.9651018721811948,0.4697332396604086,False,0.8014811799214844,False,False
ftky,mf,base,cfair_influencer_top1_push_random,Top-1,0.97729640586162,0.4919174647115509,False,0.8014811799214844,False,False
ftky,mf,base,cfair_influencer_top5_push_random,Top-5,0.9647119689364962,0.2628462376305785,False,0.6675937776265352,False,False
ftky,mf,base,cfair_influencer_top10_push_random,Top-10,0.9322899553755328,0.19150114014525,False,0.5962613467107316,False,False
ftky,mf-absolute-gender,fair,cfair_influencer_push_random,C-Fair Influencer,0.8103198524260471,0.0008586733867777,True,0.03488360633784406,True,True
ftky,mf-absolute-gender,fair,cfair_sampling_push_random,Sampling,0.8194131846664915,0.0129844716065119,True,0.19463618591769183,False,True
ftky,mf-absolute-gender,fair,cfair_influencer_top1_push_random,Top-1,0.8579142637955453,0.007579156327731,True,0.14532252315628222,False,True
ftky,mf-absolute-gender,fair,cfair_influencer_top5_push_random,Top-5,0.828273973317794,0.0024479909990764,True,0.06629975622498584,False,True
ftky,mf-absolute-gender,fair,cfair_influencer_top10_push_random,Top-10,0.8547796780048369,0.0571273762171554,False,0.34419957093198267,False,True
ftky,mf-over-gender,fair,cfair_influencer_push_random,C-Fair Influencer,0.941659516807868,0.2895803598670766,False,0.6906307164057479,False,False
ftky,mf-over-gender,fair,cfair_sampling_push_random,Sampling,0.9639643749842062,0.4514386565305021,False,0.8014811799214844,False,False
ftky,mf-over-gender,fair,cfair_influencer_top1_push_random,Top-1,0.9763540239833096,0.4213746271709814,False,0.8014811799214844,False,False
ftky,mf-over-gender,fair,cfair_influencer_top5_push_random,Top-5,0.9217333050160236,0.1540498982397996,False,0.5270128097677355,False,False
ftky,mf-over-gender,fair,cfair_influencer_top10_push_random,Top-10,0.934331849878899,0.165675495644262,False,0.5482463681949264,False,False
ftky,mf-under-gender,fair,cfair_influencer_push_random,C-Fair Influencer,0.8434033624517028,0.0920286485969724,False,0.42468145335339247,False,False
ftky,mf-under-gender,fair,cfair_sampling_push_random,Sampling,0.8337578312494379,0.087896928587755,False,0.42468145335339247,False,False
ftky,mf-under-gender,fair,cfair_influencer_top1_push_random,Top-1,0.8732799903034733,0.3663818548392857,False,0.7802203420346734,False,False
ftky,mf-under-gender,fair,cfair_influencer_top5_push_random,Top-5,0.8791876285657808,0.7974400989480044,False,0.9609417848005137,False,False
ftky,mf-under-gender,fair,cfair_influencer_top10_push_random,Top-10,0.8988994475549911,0.9196695020494404,False,0.9797737512884508,False,False
ftky,mf-value-gender,fair,cfair_influencer_push_random,C-Fair Influencer,0.8483917898739144,0.0288793821833166,True,0.2607166447104971,False,True
ftky,mf-value-gender,fair,cfair_sampling_push_random,Sampling,0.840062568899552,0.0357192171520652,True,0.29766014293387666,False,True
ftky,mf-value-gender,fair,cfair_influencer_top1_push_random,Top-1,0.8934914442442253,0.1218724727177589,False,0.4605645771310656,False,True
ftky,mf-value-gender,fair,cfair_influencer_top5_push_random,Top-5,0.8812074838062771,0.0998274546297569,False,0.42468145335339247,False,True
ftky,mf-value-gender,fair,cfair_influencer_top10_push_random,Top-10,0.8894022338329647,0.1061986906641645,False,0.4363639446878058,False,True
ftky,neumf,base,cfair_influencer_push_random,C-Fair Influencer,0.9219346525108432,0.4069193772730853,False,0.8014811799214844,False,False
ftky,neumf,base,cfair_sampling_push_random,Sampling,0.8917162708674483,0.0793534695388543,False,0.4093631365099627,False,False
ftky,neumf,base,cfair_influencer_top1_push_random,Top-1,0.95623098593124,0.4157035742899917,False,0.8014811799214844,False,False
ftky,neumf,base,cfair_influencer_top5_push_random,Top-5,0.9445776200929096,0.5062057279244561,False,0.8018843721654197,False,False
ftky,neumf,base,cfair_influencer_top10_push_random,Top-10,0.8951350928490894,0.1491630681328885,False,0.5255371157012124,False,False
ftky,nmf,base,cfair_influencer_push_random,C-Fair Influencer,0.8447295372811666,0.9451537842345982,False,0.9797737512884508,False,False
ftky,nmf,base,cfair_sampling_push_random,Sampling,0.8444940095127452,0.9854687856308442,False,0.9915707595356792,False,False
ftky,nmf,base,cfair_influencer_top1_push_random,Top-1,0.8547058595762944,0.4104420469897307,False,0.8014811799214844,False,False
ftky,nmf,base,cfair_influencer_top5_push_random,Top-5,0.8444901445562591,0.423868676996106,False,0.8014811799214844,False,False
ftky,nmf,base,cfair_influencer_top10_push_random,Top-10,0.8444714568738095,0.4407682410923038,False,0.8014811799214844,False,False
ftky,slim-i,base,cfair_influencer_push_random,C-Fair Influencer,0.9696271927569604,0.8268001933538871,False,0.9627240130839279,False,False
ftky,slim-i,base,cfair_sampling_push_random,Sampling,0.9662193939135718,0.1757378256239817,False,0.5711479332779406,False,False
ftky,slim-i,base,cfair_influencer_top1_push_random,Top-1,0.967975469361434,0.3619815529658984,False,0.7802203420346734,False,False
ftky,slim-i,base,cfair_influencer_top5_push_random,Top-5,0.9657998794866586,0.7799725632944565,False,0.9565701247950882,False,False
ftky,slim-i,base,cfair_influencer_top10_push_random,Top-10,0.9667799634333694,0.5414565334063278,False,0.824981222193409,False,False
ftky,slim-u,base,cfair_influencer_push_random,C-Fair Influencer,0.7847848946893804,2.919328449873806e-15,True,9.48781746208987e-13,True,True
ftky,slim-u,base,cfair_sampling_push_random,Sampling,0.9104136908427654,9.034521115381372e-06,True,0.0009787397874996486,True,True
ftky,slim-u,base,cfair_influencer_top1_push_random,Top-1,0.9460747409637856,0.1150852143727127,False,0.4561304228186784,False,True
ftky,slim-u,base,cfair_influencer_top5_push_random,Top-5,0.934547178314432,0.1630554749393507,False,0.546319890260711,False,True
ftky,slim-u,base,cfair_influencer_top10_push_random,Top-10,0.923306479017664,0.2238649331698302,False,0.6227365809330841,False,True
ftky,svd,base,cfair_influencer_push_random,C-Fair Influencer,0.948221730567246,0.2867443803704584,False,0.6903105453362888,False,True
ftky,svd,base,cfair_sampling_push_random,Sampling,0.950695094816968,0.03949971519883,True,0.3061285748794156,False,True
ftky,svd,base,cfair_influencer_top1_push_random,Top-1,0.9644182706928404,0.8573099052426345,False,0.9627240130839279,False,True
ftky,svd,base,cfair_influencer_top5_push_random,Top-5,0.947141158346906,0.4738716128783479,False,0.8014811799214844,False,True
ftky,svd,base,cfair_influencer_top10_push_random,Top-10,0.9493213150818413,0.3064985500641102,False,0.7115144912202559,False,True
fnyc,bnslim-u-gender,fair,cfair_influencer_push_random,C-Fair Influencer,0.9119248049833466,0.2662516384081602,False,0.6707890114934268,False,True
fnyc,bnslim-u-gender,fair,cfair_sampling_push_random,Sampling,0.9289622262945088,0.0459398331331191,True,0.3061285748794156,False,True
fnyc,bnslim-u-gender,fair,cfair_influencer_top1_push_random,Top-1,0.9807153292857304,0.9492734808968508,False,0.9797737512884508,False,True
fnyc,bnslim-u-gender,fair,cfair_influencer_top5_push_random,Top-5,0.9744972789875268,0.3852476504406533,False,0.7847936868811842,False,True
fnyc,bnslim-u-gender,fair,cfair_influencer_top10_push_random,Top-10,0.9745284194504996,0.7961493633096062,False,0.9609417848005137,False,True
fnyc,ease-i,base,cfair_influencer_push_random,C-Fair Influencer,0.8759013930085479,0.0271908262418639,True,0.2599123096648755,False,True
fnyc,ease-i,base,cfair_sampling_push_random,Sampling,0.9278659337942402,0.4649571403119858,False,0.8014811799214844,False,True
fnyc,ease-i,base,cfair_influencer_top1_push_random,Top-1,0.93976661400981,0.552068444984894,False,0.8271430566726685,False,True
fnyc,ease-i,base,cfair_influencer_top5_push_random,Top-5,0.9336155510652348,0.2055492558121652,False,0.6142574996342915,False,True
fnyc,ease-i,base,cfair_influencer_top10_push_random,Top-10,0.9431514886565616,0.5808519351003517,False,0.8436861484766094,False,True
fnyc,ease-u,base,cfair_influencer_push_random,C-Fair Influencer,0.8095394038244625,0.1074126633077676,False,0.4363639446878058,False,False
fnyc,ease-u,base,cfair_sampling_push_random,Sampling,0.8467182649844792,0.3057101630139214,False,0.7115144912202559,False,False
fnyc,ease-u,base,cfair_influencer_top1_push_random,Top-1,0.8663741519083554,0.24353264245567,False,0.6487549901483012,False,False
fnyc,ease-u,base,cfair_influencer_top5_push_random,Top-5,0.8652590351979159,0.6522560603365262,False,0.8832634150390458,False,False
fnyc,ease-u,base,cfair_influencer_top10_push_random,Top-10,0.8512021485352358,0.5546209912376967,False,0.8271430566726685,False,False
fnyc,mf,base,cfair_influencer_push_random,C-Fair Influencer,0.8799997445782196,0.5338191256796395,False,0.8183547917258625,False,False
fnyc,mf,base,cfair_sampling_push_random,Sampling,0.855869252064366,0.4751008806709504,False,0.8014811799214844,False,False
fnyc,mf,base,cfair_influencer_top1_push_random,Top-1,0.8864531388989699,0.4442436041435777,False,0.8014811799214844,False,False
fnyc,mf,base,cfair_influencer_top5_push_random,Top-5,0.9785534700456072,0.7718723416200952,False,0.9538346426864295,False,False
fnyc,mf,base,cfair_influencer_top10_push_random,Top-10,0.9802055407349024,0.8749075461541536,False,0.9627240130839279,False,False
fnyc,mf-absolute-gender,fair,cfair_influencer_push_random,C-Fair Influencer,0.7592657036817225,0.0088564445817465,True,0.1599080271704229,False,True
fnyc,mf-absolute-gender,fair,cfair_sampling_push_random,Sampling,0.8567423934805132,0.0832115952505779,False,0.4225588821318409,False,True
fnyc,mf-absolute-gender,fair,cfair_influencer_top1_push_random,Top-1,0.7272617144172725,0.0022992727356843,True,0.06629975622498584,False,True
fnyc,mf-absolute-gender,fair,cfair_influencer_top5_push_random,Top-5,0.9107083897421376,0.0919335503105468,False,0.42468145335339247,False,True
fnyc,mf-absolute-gender,fair,cfair_influencer_top10_push_random,Top-10,0.8231415156696879,0.0457756137247231,True,0.3061285748794156,False,True
fnyc,mf-over-gender,fair,cfair_influencer_push_random,C-Fair Influencer,0.8730335632242365,0.3508187113102339,False,0.7703789268636893,False,False
fnyc,mf-over-gender,fair,cfair_sampling_push_random,Sampling,0.8660496660660698,0.3731543604273171,False,0.7823794546354831,False,False
fnyc,mf-over-gender,fair,cfair_influencer_top1_push_random,Top-1,0.8946513733084938,0.4018443187942857,False,0.7963378268789199,False,False
fnyc,mf-over-gender,fair,cfair_influencer_top5_push_random,Top-5,0.9835344282982216,0.5741657797160745,False,0.8436861484766094,False,False
fnyc,mf-over-gender,fair,cfair_influencer_top10_push_random,Top-10,0.9688504172296352,0.4859712342659439,False,0.8014811799214844,False,False
fnyc,mf-under-gender,fair,cfair_influencer_push_random,C-Fair Influencer,0.7597483579621679,0.2003125128545884,False,0.6084258568013199,False,False
fnyc,mf-under-gender,fair,cfair_sampling_push_random,Sampling,0.8536909810138397,0.4430083707436399,False,0.8014811799214844,False,False
fnyc,mf-under-gender,fair,cfair_influencer_top1_push_random,Top-1,0.728820705154155,0.0724533134568969,False,0.3943011517382275,False,False
fnyc,mf-under-gender,fair,cfair_influencer_top5_push_random,Top-5,0.9118424834090574,0.7230423651781468,False,0.9185409963335497,False,False
fnyc,mf-under-gender,fair,cfair_influencer_top10_push_random,Top-10,0.8352273837881434,0.3262921635430922,False,0.7313445044931377,False,False
fnyc,mf-value-gender,fair,cfair_influencer_push_random,C-Fair Influencer,0.7584553464091308,0.1947401860756054,False,0.5970807591940732,False,False
fnyc,mf-value-gender,fair,cfair_sampling_push_random,Sampling,0.8558754358864279,0.6302422228349225,False,0.8748961954746085,False,False
fnyc,mf-value-gender,fair,cfair_influencer_top1_push_random,Top-1,0.726096091491434,0.1018954315106487,False,0.42468145335339247,False,False
fnyc,mf-value-gender,fair,cfair_influencer_top5_push_random,Top-5,0.9197420668668242,0.8609641107599668,False,0.9627240130839279,False,False
fnyc,mf-value-gender,fair,cfair_influencer_top10_push_random,Top-10,0.8335717265074747,0.5465084987285014,False,0.8261174980779672,False,False
fnyc,neumf,base,cfair_influencer_push_random,C-Fair Influencer,1.0089558298721453,0.7227820052949853,False,0.9185409963335497,False,False
fnyc,neumf,base,cfair_sampling_push_random,Sampling,0.9211737211407433,0.7983208673727344,False,0.9609417848005137,False,False
fnyc,neumf,base,cfair_influencer_top1_push_random,Top-1,0.925187479354278,0.401547425351961,False,0.7963378268789199,False,False
fnyc,neumf,base,cfair_influencer_top5_push_random,Top-5,0.860228010535446,0.3214449107815312,False,0.725483305583317,False,False
fnyc,neumf,base,cfair_influencer_top10_push_random,Top-10,0.8234881967752501,0.221796646081436,False,0.6227365809330841,False,False
fnyc,nmf,base,cfair_influencer_push_random,C-Fair Influencer,0.7649164474931278,0.0705675100260057,False,0.3943011517382275,False,False
fnyc,nmf,base,cfair_sampling_push_random,Sampling,0.91159959187633,0.6716790707752913,False,0.8946545000080725,False,False
fnyc,nmf,base,cfair_influencer_top1_push_random,Top-1,0.8996764833675496,0.1487084721586021,False,0.5255371157012124,False,False
fnyc,nmf,base,cfair_influencer_top5_push_random,Top-5,0.8731183868310176,0.4941111324687554,False,0.8014811799214844,False,False
fnyc,nmf,base,cfair_influencer_top10_push_random,Top-10,0.9604874722596156,0.6896954982063874,False,0.9111830768986826,False,False
fnyc,slim-i,base,cfair_influencer_push_random,C-Fair Influencer,1.0058638532735946,0.7686430016179118,False,0.9534693722359593,False,False
fnyc,slim-i,base,cfair_sampling_push_random,Sampling,1.0051752968456524,0.8827438643046477,False,0.9627240130839279,False,False
fnyc,slim-i,base,cfair_influencer_top1_push_random,Top-1,1.0211152882210364,0.9418452592537896,False,0.9797737512884508,False,False
fnyc,slim-i,base,cfair_influencer_top5_push_random,Top-5,0.9930618043902972,0.8534954339885825,False,0.9627240130839279,False,False
fnyc,slim-i,base,cfair_influencer_top10_push_random,Top-10,1.0158839758678908,0.9109672602031386,False,0.9771100975776238,False,False
fnyc,slim-u,base,cfair_influencer_push_random,C-Fair Influencer,0.9102715145857148,0.0393580004197197,True,0.3061285748794156,False,True
fnyc,slim-u,base,cfair_sampling_push_random,Sampling,0.9299272631143536,0.0116857392087785,True,0.18989326214265062,False,True
fnyc,slim-u,base,cfair_influencer_top1_push_random,Top-1,0.9916362879967562,0.8512043700245584,False,0.9627240130839279,False,True
fnyc,slim-u,base,cfair_influencer_top5_push_random,Top-5,0.9903041860319522,0.4786767247254231,False,0.8014811799214844,False,True
fnyc,slim-u,base,cfair_influencer_top10_push_random,Top-10,0.9875491853710804,0.8700922461918772,False,0.9627240130839279,False,True
fnyc,svd,base,cfair_influencer_push_random,C-Fair Influencer,0.9504456148857086,0.9080452445692306,False,0.9771100975776238,False,False
fnyc,svd,base,cfair_sampling_push_random,Sampling,0.9346747054789458,0.2360363691856435,False,0.640753175552458,False,False
fnyc,svd,base,cfair_influencer_top1_push_random,Top-1,0.958724102282923,0.7069950234732705,False,0.9185409963335497,False,False
fnyc,svd,base,cfair_influencer_top5_push_random,Top-5,0.9650118187717248,0.9161280642238954,False,0.9794132265551514,False,False
fnyc,svd,base,cfair_influencer_top10_push_random,Top-10,0.9261723397722064,0.8787905504768376,False,0.9627240130839279,False,False
